sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;linea_de_credito
Femenino;INDUSTRIA;fabrica de ;la colina;3;15.0;9/04/2018;3500000;microempresarial
Femenino;Comercio;almacen de ropa en ;villa hermosa;3;8.0;22/08/2018;7800000;microempresarial
Femenino;servicio;cafeteria;robledo;2;7.0;5/05/2016;5000000;microempresarial
Femenino;industria;fabrica de ;picacho;1;6.0;28/09/2016;6000000;Microempresarial
Femenino;servicio;barberia;manrique central no. 1;2;4.0;23/05/2017;$ 7,370,000.00;microempresarial
Femenino;comercio;variedades;versalles no. 1;1;3.0;30/01/2018;3000000;microempresarial
Femenino;comercio;variedades;cabecera san antonio ;3;80.0;25/09/2017;7000000;microempresarial
Femenino;industria;fabrica de ;robledo;1;7.0;7/12/2016;6890000;microempresarial
Femenino;comercio;comidas rapidas;Calasanz;2;12.0;21/06/2018;2500000;microempresarial
Femenino;comercio;cafeteria;san javier no.1;2;13.0;29/11/2017;7300000;microempresarial
Masculino;industria;fabrica de ;belen;3;16.0;23/04/2018;1000000;microempresarial
Masculino;servicio;fotografia;guayabal;2;15.0;28/01/2016;4500000;microempresarial
Femenino;comercio;comidas rapidas;villa hermosa;3;8.0;27/07/2018;3000000;microempresarial
Femenino;comercio;papeleria;santa monica;3;12.0;30/07/2018;4000000;microempresarial
Femenino;servicio;variedades;robledo;2;7.0;30/10/2017;7300000;microempresarial
Masculino;servicio;variedades;andalucia;2;2.0;13/12/2016;6000000;microempresarial
Masculino;comercio;variedades;villa hermosa;3;8.0;6/03/2018;1500000;microempresarial
Femenino;comercio;hoteles-moteles-;san javier no.1;3;13.0;27/04/2017;6800000;MICROEMPRESARIAL
Masculino;comercio;fabrica de calzado;la milagrosa;2;9.0;9/04/2019;8000000;microempresarial
Masculino;comercio;tienda;manrique central no. 2;2;3.0;30/11/2016;6000000;microempresarial
Femenino;agropecuaria;criadero de animales ;cabecera san cristobal;2;60.0;25/10/2018;17000000;agropecuaria
Femenino;servicio;restaurante;santa cruz;2;2.0;23/06/2016;6000000;microempresarial
Femenino;servicio;cafe e internet;robledo;1;7.0;22/02/2017;7370000;microempresarial
Femenino;industria;PANADERIA;santa cruz;1;2.0;31/03/2016;6000000;microempresarial
Masculino;servicio;barberia;belen;3;16.0;27/07/2017;7000000;microempresarial
Masculino;servicio;publicidad y ;castilla;3;5.0;7/02/2019;4000000;microempresarial
Masculino;comercio;comidas rapidas;el salvador;3;9.0;4/08/2017;7370000;microempresarial
Femenino;servicio;mantenimiento en ;castilla;3;5.0;10/07/2018;5574000;Microempresarial
Femenino;comercio;tienda;la america;3;12.0;10/06/2016;4000000;microempresarial
Femenino;servicio;peluqueria;cabecera san cristobal;2;60.0;18/07/2017;7377000;microempresarial
Femenino;servicio;almacen de ropa en ;picachito;2;6.0;18/07/2017;7000000;microempresarial
Femenino;industria;fabrica de productos ;santa cruz;2;2.0;11/08/2017;$ 4,000,000.00;microempresarial
Masculino;industria;cerrajeria;la avanzada;1;1.0;20/03/2018;7800000;microempresarial
Femenino;comercio;distribuidora de ;buenos aires;1;9.0;17/07/2018;4600000;microempresarial
Masculino;industria;fabrica de ;manrique oriental;2;3.0;20/09/2018;$ 7,800,000.00;microempresarial
Femenino;COMERCIO;fabrica de alimentos;el salvador;3;9.0;10/11/2016;2000000;microempresarial
Masculino;comercio;tienda;manrique central no. 1;2;4.0;14/08/2018;3000000;microempresarial
Masculino;comercio;mantenimiento en ;enciso;2;8.0;28/02/2019;8200000;microempresarial
Masculino;servicio;carpinteria;Robledo;2;7.0;1/07/2016;6000000;microempresarial
Femenino;comercio;variedades;belen;3;16.0;4/09/2017;7300000;microempresarial
Femenino;comercio;publicidad y ;manrique oriental;2;3.0;18/07/2016;6890000;microempresarial
Femenino;industria;fabrica de ;pablo vi;2;2.0;8/11/2016;6890000;microempresarial
Masculino;agropecuaria;criadero de animales ;cabecera san cristobal;2;60.0;20/11/2018;5000000;microempresarial
Femenino;industria;fabrica de ;carpinelo;1;1.0;6/06/2017;7377000;microempresarial
Femenino;servicio;ferreteria;buenos aires;3;9.0;3/07/2018;7800000;microempresarial
Femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;8/03/2018;3000000;microempresarial
Femenino;comercio;variedades;el salvador;3;9.0;25/10/2017;5000000;microempresarial
Masculino;servicio;recreativo-educativo;belen;3;16.0;7/04/2016;6890000;microempresarial
Femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;25/10/2018;7800000;microempresarial
Femenino;servicio;variedades;florencia;3;5.0;5/07/2018;4000000;microempresarial
Femenino;comercio;comidas rapidas;villa hermosa;3;8.0;12/03/2018;5000000;microempresarial
Femenino;industria;cerrajeria;san javier no.1;2;13.0;11/10/2018;7800000;microempresarial
Femenino;comercio;variedades;santa cruz;2;2.0;15/06/2018;7800000;microempresarial
Masculino;comercio;variedades;aranjuez;3;2.0;20/06/2017;7377000;microempresarial
Femenino;servicio;organizacion y ;manrique central no. 2;2;3.0;7/06/2016;6890000;microempresarial
Femenino;Industria;fabrica de ;loreto;2;9.0;28/11/2018;5000000;microempresarial
Femenino;servicio;peluqueria;la candelaria;1;10.0;2/11/2016;4000000;Microempresarial
Femenino;comercio;comidas rapidas;belen;3;16.0;7/05/2018;7800000;microempresarial
Femenino;industria;fabrica de ;belen;2;16.0;23/05/2018;3000000;microempresarial
Masculino;comercio;distribuidora de ;belencito;2;13.0;13/02/2017;30000000;empresarial ed. 
Femenino;comercio;variedades;San Javier No.2;3;13.0;26/09/2016;5000000;microempresarial
Femenino;comercio;comidas rapidas;VERSALLES NO. 1;2;3.0;30/11/2016;3500000;microempresarial
Masculino;comercio;cerrajeria;ENCISO;2;8.0;26/07/2018;7800000;microempresarial
Masculino;servicio;charcuteria;aranjuez;1;4.0;27/07/2016;1200000;microempresarial
Femenino;servicio;fabrica de ;popular;1;1.0;19/11/2018;7800000;microempresarial
Masculino;servicio;variedades;cabecera san antonio ;2;80.0;16/04/2018;1300000;microempresarial
Masculino;servicio;variedades;popular;2;1.0;11/02/2019;4500000;microempresarial
Femenino;servicio;peluqueria;robledo;2;7.0;20/04/2017;6000000;microempresarial
Femenino;comercio;bares;santa cruz;2;2.0;2/04/2019;7000000;microempresarial
Masculino;Comercio;panaderia;buenos aires;3;9.0;16/11/2018;7800000;microempresarial
Femenino;comercio;comidas rapidas;villatina;1;8.0;30/07/2018;7800000;microempresarial
Masculino;servicio;organizacion y ;san jose de la cima no. ;2;3.0;18/04/2018;800000;microempresarial
Femenino;industria;fabrica de ;villatina;2;8.0;4/02/2016;4000000;microempresarial
Masculino;industria;fabrica de productos ;la milagrosa;3;9.0;29/08/2017;7377000;microempresarial
Femenino;servicio;cafe e internet;robledo;2;7.0;14/02/2018;7000000;microempresarial
Femenino;comercio;almacen de ropa en ;moravia;2;4.0;16/07/2018;7800000;microempresarial
Masculino;comercio;variedades;san jose de la cima no. ;1;3.0;7/03/2018;7800000;microempresarial
Femenino;servicio;fotografia;campo valdes no. 2;3;3.0;6/10/2016;4000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;3;3.0;16/04/2018;6000000;microempresarial
Femenino;industria;fabrica de ;belen;3;16.0;26/02/2018;3500000;microempresarial
Masculino;comercio;legumbreria;manrique oriental;2;3.0;16/07/2018;2000000;microempresarial
Masculino;comercio;comidas rapidas;cabecera san antonio ;3;80.0;18/04/2018;7800000;microempresarial
Femenino;servicio;peluqueria;aranjuez;3;4.0;28/09/2017;7000000;microempresarial
Femenino;industria;fabrica de ;aranjuez;3;4.0;6/08/2018;7800000;microempresarial
Femenino;industria;fabrica de ;playon de los ;2;2.0;10/05/2016;3000000;microempresarial
Masculino;comercio;restaurante;robledo;1;7.0;8/03/2018;5000000;microempresarial
Femenino;industria;fabrica de ;robledo;1;7.0;3/08/2018;3000000;microempresarial
Femenino;INDUSTRIA;fabrica de ;doce de octubre no. 1;1;6.0;28/11/2016;5000000;microempresarial
Femenino;comercio;comidas rapidas;enciso;2;8.0;19/04/2018;$ 1,000,000.00;microempresarial
Masculino;comercio;almacen de ropa en ;robledo;1;7.0;15/09/2017;5200000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;11/10/2016;3000000;microempresarial
Masculino;servicio;Tienda;el poblado;3;14.0;29/11/2017;5000000;microempresarial
Femenino;industria;fabrica de ;belencito;2;13.0;6/06/2017;7000000;microempresarial
Femenino;industria;fabrica de ;campo valdes no. 1;3;4.0;28/02/2017;6000000;microempresarial
Femenino;COMERCIO;variedades;robledo;2;7.0;3/10/2018;7800000;microempresarial
Masculino;comercio;almacen de ropa en ;san javier no.1;1;13.0;6/12/2018;7800000;microempresarial
Femenino;servicio;peluqueria;santa cruz;2;2.0;16/08/2017;1500000;microempresarial
Femenino;industria;fabrica de ;santo domingo savio ;1;1.0;26/04/2018;7800000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;26/07/2018;7800000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;3/03/2017;6000000;microempresarial
Femenino;servicio;peluqueria;aranjuez;3;4.0;27/03/2017;3500000;microempresarial
Femenino;industria;fabrica de ;moravia;2;4.0;4/01/2017;3000000;microempresarial
Femenino;industria;fabrica de ;buenos aires;2;9.0;26/02/2016;6890000;Microempresarial
Femenino;comercio;almacen de ropa en ;villa hermosa;3;8.0;7/03/2017;5000000;microempresarial
Femenino;comercio;variedades;pablo vi;2;2.0;29/12/2016;5000000;MICROEMPRESARIAL
Femenino;industria;fabrica de ;kennedy;2;6.0;22/05/2019;4000000;microempresarial
Femenino;servicio;fabrica de ;manrique central no. 2;1;3.0;27/07/2016;5000000;microempresarial
Femenino;servicio;comidas rapidas;playon de los ;2;2.0;1/04/2019;4000000;microempresarial
Femenino;servicio;peluqueria;santo domingo savio ;2;1.0;2/06/2017;7000000;microempresarial
Masculino;comercio;joyeria;centro admtivo;2;10.0;19/09/2017;7377000;microempresarial
Femenino;industria;variedades;aranjuez;1;4.0;3/07/2018;7800000;microempresarial
Masculino;comercio;tienda;manrique oriental;1;3.0;6/06/2017;$ 7,377,000.00;microempresarial
Masculino;servicio;comidas rapidas;popular;2;1.0;17/05/2016;6890000;microempresarial
Femenino;industria;fabrica de ;enciso;2;8.0;19/08/2016;6890000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;2;3.0;1/06/2016;3000000;microempresarial
Masculino;comercio;venta de repuestos;granizal;2;1.0;9/02/2018;6000000;microempresarial
Masculino;comercio;comidas rapidas;robledo;2;7.0;20/06/2018;5000000;microempresarial
Masculino;industria;fabrica de muebles;LORETO;2;9.0;1/11/2018;7812000;microempresarial
Femenino;industria;taller de mecanica;belencito;2;13.0;24/01/2017;7377000;microempresarial
Femenino;comercio;fabrica de ;prado;3;10.0;6/06/2017;6000000;microempresarial
Femenino;comercio;variedades;popular;2;1.0;11/04/2018;5000000;microempresarial
Masculino;servicio;tienda;santo domingo savio ;1;1.0;22/03/2018;3000000;microempresarial
Femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;21/08/2018;2000000;microempresarial
Masculino;servicio;taller de mecanica;santander;2;6.0;17/01/2018;7000000;microempresarial
Femenino;industria;fabrica de colchones;san javier no.1;2;13.0;25/10/2018;3000000;microempresarial
Femenino;comercio;variedades;santa elena central;1;90.0;1/12/2017;30000000;microempresarial
Masculino;industria;fabrica de ;belen;2;16.0;3/07/2018;5700000;microempresarial
Masculino;industria;fabrica de ;villa niza;2;2.0;25/04/2018;6000000;microempresarial
Masculino;servicio;taller de electronica;boston;3;10.0;2/08/2018;6000000;microempresarial
Femenino;servicio;peluqueria;robledo;2;7.0;17/10/2018;7800000;microempresarial
Masculino;servicio;mantenimiento en ;san javier no.1;1;13.0;16/05/2016;6800000;microempresarial
Femenino;industria;fabrica de ;barrio caicedo;2;9.0;3/05/2017;2000000;microempresarial
Masculino;comercio;variedades;santa lucia;3;12.0;6/07/2018;7800000;microempresarial
Femenino;comercio;variedades;buenos aires;3;9.0;5/09/2018;$ 3,500,000.00;microempresarial
Femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;4/09/2017;3500000;microempresarial
Masculino;servicio;mantenimiento en ;la francia;2;2.0;28/06/2019;5000000;microempresarial
Femenino;comercio;tienda;san javier no.1;2;13.0;4/04/2016;5000000;microempresarial
Femenino;servicio;peluqueria;enciso;1;8.0;12/09/2017;4400000;microempresarial
Femenino;industria;panaderia;robledo;2;7.0;25/08/2017;7370000;microempresarial
Femenino;comercio;variedades;aranjuez;1;4.0;22/08/2017;7000000;MICROEMPRESARIAL
Masculino;industria;fabrica de alimentos;girardot;3;5.0;4/12/2018;5500000;microempresarial
Femenino;comercio;restaurante;san javier no.1;1;13.0;18/07/2018;3000000;microempresarial
Masculino;industria;fabrica de ;la pradera;2;13.0;3/09/2018;6000000;microempresarial
Femenino;comercio;tienda;santo domingo savio ;1;1.0;11/04/2016;4000000;microempresarial
Femenino;comercio;tienda;manrique central no. 1;3;4.0;6/02/2018;7200000;microempresarial
Femenino;comercio;variedades;manrique central no. 1;2;4.0;26/10/2016;6890000;microempresarial
Femenino;comercio;comidas rapidas;robledo;1;7.0;23/03/2018;7800000;microempresarial
Femenino;industria;fabrica de ;barrio caicedo;2;9.0;31/10/2017;7377000;Microempresarial
Femenino;comercio;tienda;la milagrosa;3;9.0;2/11/2018;6000000;microempresarial
Femenino;industria;fabrica de ;las palmas;3;90.0;7/11/2017;3000000;microempresarial
Masculino;comercio;miscelanea;cabecera san cristobal;3;60.0;26/02/2018;1000000;microempresarial
Femenino;comercio;comidas rapidas;popular;1;1.0;24/09/2018;6000000;microempresarial
Masculino;servicio;venta de lacteos;manrique central no. 1;3;4.0;1/06/2018;19530000;empresarial ed. 
Masculino;comercio;tienda;cabecera san cristobal;1;60.0;28/02/2018;4500000;microempresarial
Femenino;comercio;papeleria;santa cruz;2;2.0;9/11/2017;7000000;microempresarial
Femenino;comercio;variedades;manrique central no. 1;1;4.0;6/02/2018;7800000;microempresarial
Masculino;comercio;peluqueria;la floresta;3;12.0;5/08/2016;6890000;microempresarial
Femenino;comercio;comidas rapidas;aranjuez;3;4.0;22/02/2018;3000000;microempresarial
Masculino;comercio;comidas rapidas;robledo;2;7.0;22/02/2018;6500000;microempresarial
Masculino;servicio;fabrica de ;manrique central no. 2;2;3.0;19/02/2016;2000000;microempresarial
Femenino;comercio;tienda;kennedy;2;6.0;12/04/2018;7800000;microempresarial
Femenino;servicio;Peluqueria;villatina;2;8.0;24/01/2018;6000000;microempresarial
Femenino;industria;fabrica de ;popular;2;1.0;23/05/2017;7377000;microempresarial
Masculino;comercio;variedades;robledo;2;7.0;4/09/2017;7300000;microempresarial
Masculino;comercio;almacen de ropa en ;santa cruz;2;2.0;22/02/2019;8000000;microempresarial
Masculino;servicio;variedades;robledo;2;7.0;21/06/2017;7377000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;5/07/2018;5000000;microempresarial
Masculino;comercio;reciclaje;centro admtivo;1;10.0;18/12/2018;4000000;microempresarial
Masculino;industria;fabrica de ;el salvador;2;9.0;28/03/2017;7370000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;30/05/2019;7000000;microempresarial
Femenino;comercio;distribuidora de ;buenos aires;3;9.0;13/08/2018;7800000;microempresarial
Masculino;comercio;miscelanea;playon de los ;2;2.0;11/07/2018;7800000;microempresarial
Femenino;servicio;cerrajeria;VILLA HERMOSA;3;8.0;21/09/2017;7300000;microempresarial
Femenino;comercio;venta de lacteos;barrio caicedo;2;9.0;7/09/2017;7370000;microempresarial
Masculino;industria;fabrica de productos ;enciso;3;8.0;20/04/2018;7800000;microempresarial
Femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;3/08/2018;3000000;microempresarial
Masculino;comercio;variedades;aranjuez;2;4.0;13/12/2017;5000000;microempresarial
Femenino;servicio;peluqueria;enciso;2;8.0;29/04/2019;8000000;microempresarial
Femenino;comercio;almacen de ropa en ;guayabal;3;15.0;9/05/2019;8281000;microempresarial
Femenino;servicio;papeleria;robledo;2;7.0;21/07/2016;$ 5,000,000.00;microempresarial
Femenino;servicio;peluqueria;santa cruz;2;2.0;14/06/2019;7000000;microempresarial
Masculino;comercio;papeleria;belen;3;16.0;14/06/2018;7000000;microempresarial
Masculino;servicio;comidas rapidas;guayabal;2;15.0;23/02/2016;$ 6,800,000.00;microempresarial
Femenino;comercio;peluqueria;pedregal;3;6.0;12/09/2017;7300000;microempresarial
Femenino;comercio;fabrica de calzado;cabecera san antonio ;3;80.0;20/11/2017;4422000;microempresarial
Masculino;COMERCIO;tienda;trinidad;3;15.0;14/10/2016;6800000;microempresarial
Masculino;industria;fotografia;popular;2;1.0;31/10/2018;6000000;microempresarial
Femenino;industria;fabrica de ;belen;2;16.0;7/04/2017;7370000;microempresarial
Femenino;comercio;tienda;enciso;1;8.0;17/11/2017;5000000;microempresarial
Masculino;comercio;tienda;robledo;1;7.0;3/02/2017;7000000;microempresarial
Masculino;comercio;variedades;enciso;1;8.0;4/04/2018;7000000;microempresarial
Femenino;COMERCIO;tienda;doce de octubre no. 1;2;6.0;20/11/2018;5000000;microempresarial
Femenino;comercio;fabrica de ;alfonso lopez;2;5.0;8/02/2018;6000000;microempresarial
Femenino;comercio;miscelanea;calasanz parte alta;1;12.0;1/11/2016;6890000;microempresarial
Femenino;servicio;papeleria;santa cruz;2;2.0;26/04/2017;7377000;microempresarial
Femenino;comercio;tienda;manrique central no. 1;3;4.0;28/02/2019;4500000;microempresarial
Femenino;comercio;peluqueria;eduardo santos;2;13.0;26/10/2018;3000000;MICROEMPRESARIAL
Femenino;servicio;peluqueria;trinidad;2;15.0;14/06/2018;4000000;microempresarial
Femenino;servicio;fabrica de ;buenos aires;3;9.0;9/02/2017;7000000;microempresarial
Masculino;Comercio;almacen de ropa en ;buenos aires;2;9.0;3/10/2018;2000000;microempresarial
Masculino;servicio;barberia;santo domingo savio ;1;1.0;8/04/2019;8200000;microempresarial
Masculino;servicio;mantenimiento en ;miranda;2;4.0;26/09/2017;7000000;microempresarial
Femenino;comercio;productos de belleza;la sierra;1;8.0;21/01/2019;1500000;microempresarial
Masculino;comercio;tienda;belen;3;16.0;12/06/2017;$ 5,200,000.00;microempresarial
Masculino;servicio;distribuidora de ;juan xxiii la quiebra;1;13.0;2/05/2019;3000000;microempresarial
Masculino;comercio;Tienda;santo domingo savio ;1;1.0;11/10/2018;7000000;microempresarial
Masculino;comercio;tienda;robledo;3;7.0;27/10/2016;4100000;microempresarial
Masculino;servicio;restaurante;san diego;3;10.0;21/04/2016;6890000;microempresarial
Femenino;industria;fabrica de ;santo domingo savio ;2;1.0;27/08/2018;7000000;microempresarial
Femenino;comercio;comidas rapidas;castilla;2;5.0;9/05/2017;3000000;microempresarial
